id,nom_aliment,colonne,ancienne_valeur,nouvelle_valeur,unité,source_principale,source_secondaire,justification,niveau_de_confiance,date
19718,"Fromage blanc ou spécialité laitière, aromatisé, 7-8% MG, sucré",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aromatisé 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19718,"Fromage blanc ou spécialité laitière, aromatisé, 7-8% MG, sucré",Vitamine_D_µg_100g,,0.1,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aromatisé 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19718,"Fromage blanc ou spécialité laitière, aromatisé, 7-8% MG, sucré",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aromatisé 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19718,"Fromage blanc ou spécialité laitière, aromatisé, 7-8% MG, sucré",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aromatisé 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19718,"Fromage blanc ou spécialité laitière, aromatisé, 7-8% MG, sucré",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aromatisé 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19654,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, 7-8% MG, sucré",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc copeaux de chocolat 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19654,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, 7-8% MG, sucré",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc copeaux de chocolat 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19654,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, 7-8% MG, sucré",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc copeaux de chocolat 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19654,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, 7-8% MG, sucré",Vitamine_D_µg_100g,,0.1,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc copeaux de chocolat 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19654,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, 7-8% MG, sucré",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc copeaux de chocolat 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19654,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, 7-8% MG, sucré",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc copeaux de chocolat 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19654,"Fromage blanc ou spécialité laitière, aux copeaux de chocolat, 7-8% MG, sucré",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc copeaux de chocolat 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19691,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19691,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19691,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19691,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19691,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19691,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19656,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, sucré",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19656,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, sucré",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19656,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, sucré",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19656,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, sucré",Vitamine_D_µg_100g,,0.1,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19656,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, sucré",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19656,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, sucré",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19656,"Fromage blanc ou spécialité laitière, aux fruits, 0% MG, sucré",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19657,"Fromage blanc ou spécialité laitière, aux fruits, 2-3% MG, sucré",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19657,"Fromage blanc ou spécialité laitière, aux fruits, 2-3% MG, sucré",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19657,"Fromage blanc ou spécialité laitière, aux fruits, 2-3% MG, sucré",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19657,"Fromage blanc ou spécialité laitière, aux fruits, 2-3% MG, sucré",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19657,"Fromage blanc ou spécialité laitière, aux fruits, 2-3% MG, sucré",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19657,"Fromage blanc ou spécialité laitière, aux fruits, 2-3% MG, sucré",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19659,"Fromage blanc ou spécialité laitière, aux fruits, 6-7% MG, sucré",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 6-7% MG sucré ; même proxy.,Moyen,2026-08-04
19659,"Fromage blanc ou spécialité laitière, aux fruits, 6-7% MG, sucré",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 6-7% MG sucré ; même proxy.,Moyen,2026-08-04
19659,"Fromage blanc ou spécialité laitière, aux fruits, 6-7% MG, sucré",Vitamine_D_µg_100g,,0.1,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 6-7% MG sucré ; même proxy.,Moyen,2026-08-04
19659,"Fromage blanc ou spécialité laitière, aux fruits, 6-7% MG, sucré",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc aux fruits 6-7% MG sucré ; même proxy.,Moyen,2026-08-04
19708,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sans sucres ajoutés, enrichi en vitamine D",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sans sucres enrichi vitD ; même proxy.,Moyen,2026-08-04
19708,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sans sucres ajoutés, enrichi en vitamine D",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sans sucres enrichi vitD ; même proxy.,Moyen,2026-08-04
19708,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sans sucres ajoutés, enrichi en vitamine D",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sans sucres enrichi vitD ; même proxy.,Moyen,2026-08-04
19708,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sans sucres ajoutés, enrichi en vitamine D",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sans sucres enrichi vitD ; même proxy.,Moyen,2026-08-04
19708,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sans sucres ajoutés, enrichi en vitamine D",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sans sucres enrichi vitD ; même proxy.,Moyen,2026-08-04
19708,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sans sucres ajoutés, enrichi en vitamine D",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sans sucres enrichi vitD ; même proxy.,Moyen,2026-08-04
19707,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19707,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19707,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19707,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19707,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19707,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG édulcorants sucré enrichi vitD ; même proxy.,Moyen,2026-08-04
19725,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19725,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19725,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19725,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré",Vitamine_D_µg_100g,,0.1,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19725,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19725,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19725,"Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 0% MG sucré ; même proxy.,Moyen,2026-08-04
19660,"Fromage blanc ou spécialité laitière, sur lit de fruits, 7-8% MG, sucré",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19660,"Fromage blanc ou spécialité laitière, sur lit de fruits, 7-8% MG, sucré",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19660,"Fromage blanc ou spécialité laitière, sur lit de fruits, 7-8% MG, sucré",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19660,"Fromage blanc ou spécialité laitière, sur lit de fruits, 7-8% MG, sucré",Vitamine_D_µg_100g,,0.1,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19660,"Fromage blanc ou spécialité laitière, sur lit de fruits, 7-8% MG, sucré",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19660,"Fromage blanc ou spécialité laitière, sur lit de fruits, 7-8% MG, sucré",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19660,"Fromage blanc ou spécialité laitière, sur lit de fruits, 7-8% MG, sucré",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc sur lit de fruits 7-8% MG sucré ; même proxy.,Moyen,2026-08-04
19644,"Fromage blanc, nature, 0% MG",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG ; proxy cottage cheese.,Moyen,2026-08-04
19644,"Fromage blanc, nature, 0% MG",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG ; proxy cottage cheese.,Moyen,2026-08-04
19644,"Fromage blanc, nature, 0% MG",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG ; proxy cottage cheese.,Moyen,2026-08-04
19645,"Fromage blanc, nature, 0% MG, enrichi en vitamine D",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19645,"Fromage blanc, nature, 0% MG, enrichi en vitamine D",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19645,"Fromage blanc, nature, 0% MG, enrichi en vitamine D",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19645,"Fromage blanc, nature, 0% MG, enrichi en vitamine D",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19645,"Fromage blanc, nature, 0% MG, enrichi en vitamine D",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19645,"Fromage blanc, nature, 0% MG, enrichi en vitamine D",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 0% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19646,"Fromage blanc, nature, 2-3% MG",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG ; même proxy.,Moyen,2026-08-04
19646,"Fromage blanc, nature, 2-3% MG",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG ; même proxy.,Moyen,2026-08-04
19648,"Fromage blanc, nature, 2-3% MG, enrichi en vitamine D",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19648,"Fromage blanc, nature, 2-3% MG, enrichi en vitamine D",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19648,"Fromage blanc, nature, 2-3% MG, enrichi en vitamine D",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19648,"Fromage blanc, nature, 2-3% MG, enrichi en vitamine D",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG enrichi vitD ; même proxy.,Moyen,2026-08-04
19716,"Fromage blanc, nature, 2-3% MG, sucré",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19716,"Fromage blanc, nature, 2-3% MG, sucré",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19716,"Fromage blanc, nature, 2-3% MG, sucré",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19716,"Fromage blanc, nature, 2-3% MG, sucré",Vitamine_D_µg_100g,,0.1,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19716,"Fromage blanc, nature, 2-3% MG, sucré",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19716,"Fromage blanc, nature, 2-3% MG, sucré",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19716,"Fromage blanc, nature, 2-3% MG, sucré",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 2-3% MG sucré ; même proxy.,Moyen,2026-08-04
19711,"Fromage blanc, nature, 7-8% MG",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 7-8% MG ; même proxy.,Moyen,2026-08-04
19711,"Fromage blanc, nature, 7-8% MG",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature 7-8% MG ; même proxy.,Moyen,2026-08-04
19712,"Fromage blanc, nature, au lait de brebis, 5% MG environ",Vitamine_E_mg_100g,,0.08,mg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature au lait de brebis 5% MG ; proxy cottage cheese (espèce laitière non distinguée).,Moyen,2026-08-04
19712,"Fromage blanc, nature, au lait de brebis, 5% MG environ",Vitamine_K1_µg_100g,,0.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature au lait de brebis 5% MG ; proxy cottage cheese (espèce laitière non distinguée).,Moyen,2026-08-04
19712,"Fromage blanc, nature, au lait de brebis, 5% MG environ",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature au lait de brebis 5% MG ; proxy cottage cheese (espèce laitière non distinguée).,Moyen,2026-08-04
19712,"Fromage blanc, nature, au lait de brebis, 5% MG environ",Vitamine_B12_µg_100g,,0.43,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature au lait de brebis 5% MG ; proxy cottage cheese (espèce laitière non distinguée).,Moyen,2026-08-04
19712,"Fromage blanc, nature, au lait de brebis, 5% MG environ",Sélénium_µg_100g,,9.7,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature au lait de brebis 5% MG ; proxy cottage cheese (espèce laitière non distinguée).,Moyen,2026-08-04
19712,"Fromage blanc, nature, au lait de brebis, 5% MG environ",Beta-Carotène_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, cottage, creamed, large or small curd",,Fromage blanc nature au lait de brebis 5% MG ; proxy cottage cheese (espèce laitière non distinguée).,Moyen,2026-08-04
19713,"Fromage blanc, nature, au lait de chèvre, 7% MG environ",Vitamine_E_mg_100g,,0.18,mg,"USDA FoodData Central (SR Legacy) — Cheese, goat, soft type",,Fromage blanc nature au lait de chèvre 7% MG ; proxy fromage de chèvre frais (espèce et texture fraîche toutes deux respectées).,Moyen,2026-08-04
19713,"Fromage blanc, nature, au lait de chèvre, 7% MG environ",Vitamine_K1_µg_100g,,1.8,µg,"USDA FoodData Central (SR Legacy) — Cheese, goat, soft type",,Fromage blanc nature au lait de chèvre 7% MG ; proxy fromage de chèvre frais (espèce et texture fraîche toutes deux respectées).,Moyen,2026-08-04
19713,"Fromage blanc, nature, au lait de chèvre, 7% MG environ",Vitamine_B9_µg_100g,,12.0,µg,"USDA FoodData Central (SR Legacy) — Cheese, goat, soft type",,Fromage blanc nature au lait de chèvre 7% MG ; proxy fromage de chèvre frais (espèce et texture fraîche toutes deux respectées).,Moyen,2026-08-04
